text,font_size,font_name,is_bold,is_title_case,is_uppercase,x,y,page,line_len
Class X Science,12.0,TimesNewRomanPSMT,0,1,0,57.38399887084961,751.884033203125,1,15
www.vedantu.com,12.0,TimesNewRomanPSMT,0,0,0,260.92999267578125,751.884033203125,1,15
1,12.0,TimesNewRomanPSMT,0,0,0,537.239990234375,751.884033203125,1,1
Revision Notes for Class 10 Science,15.960000038146973,TimesNewRomanPS-BoldMT,1,0,0,180.0500030517578,128.7977752685547,1,35
Chapter 1 – Chemical Reactions and Equations,15.960000038146973,TimesNewRomanPS-BoldMT,1,0,0,138.3800048828125,161.19773864746094,1,44
Chemical Change:,12.960000038146973,TimesNewRomanPS-BoldMT,1,1,0,57.38399887084961,223.03976440429688,1,16
A change that results in the formation of one or more new compounds.,12.960000038146973,TimesNewRomanPSMT,0,0,0,163.4600067138672,222.92312622070312,1,68
Chemical changes are also known as chemical reactions.,12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,237.80313110351562,1,54
Observations in a Chemical Reaction,12.960000038146973,TimesNewRomanPS-BoldMT,1,0,0,57.38399887084961,266.8397521972656,1,35
"In a chemical reaction or chemical change, the following observations can be made,",12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,295.76312255859375,1,82
•,9.960000038146973,SymbolMT,0,0,0,75.38400268554688,328.3164978027344,1,1
Formation of new substances.,12.960000038146973,TimesNewRomanPSMT,0,0,0,93.38400268554688,324.68310546875,1,28
•,9.960000038146973,SymbolMT,0,0,0,75.38400268554688,357.23651123046875,1,1
Change in mass.,12.960000038146973,TimesNewRomanPSMT,0,0,0,93.38400268554688,353.6031188964844,1,15
•,9.960000038146973,SymbolMT,0,0,0,75.38400268554688,386.176513671875,1,1
Changes in energy.,12.960000038146973,TimesNewRomanPSMT,0,0,0,93.38400268554688,382.5431213378906,1,18
•,9.960000038146973,SymbolMT,0,0,0,75.38400268554688,415.09649658203125,1,1
Evolution of gas.,12.960000038146973,TimesNewRomanPSMT,0,0,0,93.38400268554688,411.4631042480469,1,17
•,9.960000038146973,SymbolMT,0,0,0,75.38400268554688,444.1365051269531,1,1
Change in temperature.,12.960000038146973,TimesNewRomanPSMT,0,0,0,93.38400268554688,440.50311279296875,1,22
•,9.960000038146973,SymbolMT,0,0,0,75.38400268554688,473.0565185546875,1,1
Permanent change in colour and/or state.,12.960000038146973,TimesNewRomanPSMT,0,0,0,93.38400268554688,469.4231262207031,1,40
•,9.960000038146973,SymbolMT,0,0,0,75.38400268554688,501.97650146484375,1,1
Formation of a precipitate.,12.960000038146973,TimesNewRomanPSMT,0,0,0,93.38400268554688,498.3431091308594,1,27
Examples :,12.960000038146973,TimesNewRomanPS-BoldMT,1,1,0,57.38399887084961,527.4097900390625,1,10
A.,12.960000038146973,TimesNewRomanPSMT,0,1,1,57.38399887084961,556.3331298828125,1,2
Cooking of food,12.960000038146973,TimesNewRomanPSMT,0,0,0,93.38400268554688,556.3331298828125,1,15
B.,12.960000038146973,TimesNewRomanPSMT,0,1,1,57.38399887084961,585.253173828125,1,2
Rusting of iron,12.960000038146973,TimesNewRomanPSMT,0,0,0,93.38400268554688,585.253173828125,1,15
