text,font_size,font_name,is_bold,is_title_case,is_uppercase,x,y,page,line_len
Application form for grant of LTC advance,11.670000076293945,"Arial,Bold",1,0,0,199.86000061035156,106.07516479492188,1,41
1.,9.744400024414062,Tahoma-Bold,1,0,0,70.0199966430664,135.93052673339844,1,2
Name of the Government Servant,9.744400024414062,Tahoma,0,0,0,95.99856567382812,132.9877166748047,1,30
2.,9.744400024414062,Tahoma-Bold,1,0,0,70.0199966430664,154.04539489746094,1,2
Designation,9.744400024414062,Tahoma,0,1,0,95.99856567382812,151.0441131591797,1,11
3.,9.744400024414062,Tahoma-Bold,1,0,0,70.0199966430664,180.9204559326172,1,2
Date of entering the Central Government,9.744400024414062,Tahoma,0,0,0,95.99856567382812,169.1589813232422,1,39
Service,9.744400024414062,Tahoma,0,1,0,95.99856567382812,186.73789978027344,1,7
4.,9.744400024414062,Tahoma-Bold,1,0,0,70.0199966430664,207.79551696777344,1,2
PAY + SI + NPA,9.744400024414062,Tahoma,0,0,1,95.99856567382812,204.8527069091797,1,14
5.,9.744400024414062,Tahoma-Bold,1,0,0,70.0199966430664,225.91038513183594,1,2
Whether permanent or temporary,9.744400024414062,Tahoma,0,0,0,95.99856567382812,222.9091033935547,1,30
6.,9.744400024414062,Tahoma-Bold,1,0,0,70.0199966430664,241.09214782714844,1,2
Home Town as recorded in the Service Book,9.744400024414062,Tahoma,0,0,0,95.99856567382812,241.09214782714844,1,41
7.,9.744400024414062,Tahoma-Bold,1,0,0,70.0199966430664,265.0341796875,1,2
Whether wife / husband is employed and if,9.744400024414062,Tahoma,0,0,0,95.99856567382812,253.27268981933594,1,41
so whether entitled to LTC,9.744400024414062,Tahoma,0,0,0,95.99856567382812,270.85162353515625,1,26
8.,9.744400024414062,Tahoma-Bold,1,0,0,70.0199966430664,309.556396484375,1,2
Whether the concession is to be availed for,9.744400024414062,Tahoma,0,0,0,95.99856567382812,288.9761962890625,1,43
visiting home town and if so block for which,9.744400024414062,Tahoma,0,0,0,95.99856567382812,306.55511474609375,1,44
LTC is to be availed.,9.744400024414062,Tahoma,0,0,0,95.99856567382812,324.1924743652344,1,21
9.,9.744400024414062,Tahoma-Bold,1,0,0,70.0199966430664,362.8290100097656,1,2
(a) If the concession is to visit anywhere in,9.744400024414062,Tahoma,0,0,0,95.99856567382812,342.24884033203125,1,45
"India, the place to be visited.",9.744400024414062,Tahoma,0,0,0,95.99856567382812,359.8861999511719,1,31
(b) Block for which to be availed.,9.744400024414062,Tahoma,0,0,0,95.99856567382812,377.465087890625,1,34
10.,9.744400024414062,Tahoma-Bold,1,0,0,70.0199966430664,416.1698303222656,1,3
Single,9.744400024414062,Tahoma,0,1,0,95.99856567382812,395.58966064453125,1,6
rail,9.744400024414062,Tahoma,0,0,0,136.138671875,395.58966064453125,1,4
fare/bus,9.744400024414062,Tahoma,0,0,0,163.60035705566406,395.58966064453125,1,8
fare,9.744400024414062,Tahoma,0,0,0,213.70704650878906,395.58966064453125,1,4
from,9.744400024414062,Tahoma,0,0,0,244.8404083251953,395.58966064453125,1,4
the,9.744400024414062,Tahoma,0,0,0,279.2371520996094,395.58966064453125,1,3
headquarters to home town/place of visit by,9.744400024414062,Tahoma,0,0,0,95.99856567382812,413.1685485839844,1,43
shortest route.,9.744400024414062,Tahoma,0,0,0,95.99856567382812,430.7474365234375,1,15
11.,9.744400024414062,Tahoma-Bold,1,0,0,70.0199966430664,498.607421875,1,3
Persons in respect of whom LTC is proposed to be availed.,9.744400024414062,Tahoma,0,0,0,95.99856567382812,448.93048095703125,1,57
S.No,9.744400024414062,Tahoma-Bold,1,1,0,95.99856567382812,464.0538024902344,1,4
Name,9.744400024414062,Tahoma-Bold,1,1,0,211.41220092773438,464.0538024902344,1,4
Age,9.744400024414062,Tahoma-Bold,1,1,0,343.4770812988281,464.0538024902344,1,3
Relationship,9.744400024414062,Tahoma-Bold,1,1,0,444.5849609375,464.0538024902344,1,12
1.,9.744400024414062,Tahoma-Bold,1,0,0,103.62838745117188,476.23431396484375,1,2
2.,9.744400024414062,Tahoma-Bold,1,0,0,103.62838745117188,488.4732666015625,1,2
3.,9.744400024414062,Tahoma-Bold,1,0,0,103.62838745117188,500.6537780761719,1,2
4.,9.744400024414062,Tahoma-Bold,1,0,0,103.62838745117188,512.951171875,1,2
5.,9.744400024414062,Tahoma-Bold,1,0,0,103.62838745117188,529.448486328125,1,2
6.,9.744400024414062,Tahoma-Bold,1,0,0,103.62838745117188,541.6874389648438,1,2
12.,9.744400024414062,Tahoma-Bold,1,0,0,70.02969360351562,567.00341796875,1,3
Amount of advance required.,9.744400024414062,Tahoma,0,0,0,96.00826263427734,561.1275024414062,1,27
Rs.,9.744400024414062,Tahoma,0,1,0,304.39227294921875,561.1275024414062,1,3
I declare that the particulars furnished above are true and correct to the best of my knowledge.  I,9.744400024414062,Tahoma,0,0,0,105.07057189941406,596.8309936523438,1,99
undertake to produce the tickets for the outward journey within ten days of receipt of the advance.,9.744400024414062,Tahoma,0,0,0,70.0296630859375,608.5339965820312,1,99
In the event of cancellation of the journey or if I fail to produce the tickets within ten days of receipt of,9.744400024414062,Tahoma,0,0,0,105.08027648925781,632.0570068359375,1,109
"advance, I undertake to refund the entire advance in one lump sum.",9.744400024414062,Tahoma,0,0,0,70.0394287109375,643.8184814453125,1,66
Date,9.744400024414062,Tahoma-Bold,1,1,0,70.0394287109375,678.9762573242188,1,4
Signature of Government Servant.,9.744400024414062,Tahoma-Bold,1,0,0,403.0445556640625,690.73779296875,1,32
