text,font_size,font_name,is_bold,is_title_case,is_uppercase,x,y,page,line_len
Ontario’s Libraries,15.960000038146973,Arial-Black,0,0,0,95.44059753417969,72.48301696777344,1,19
Working Together,15.960000038146973,Arial-Black,0,1,0,95.44059753417969,95.03446960449219,1,16
RFP: R,32.040000915527344,Arial-Black,0,0,1,90.02429962158203,157.57330322265625,1,6
RFP: R,32.040000915527344,Arial-Black,0,0,1,90.05634307861328,157.31695556640625,1,6
RFP: R,32.040000915527344,Arial-Black,0,0,1,90.28062438964844,157.57330322265625,1,6
RFP: Reeeequest f,32.040000915527344,Arial-Black,0,0,0,90.31266784667969,157.31695556640625,1,17
quest f,32.040000915527344,Arial-Black,0,0,0,209.4694366455078,157.31695556640625,1,7
quest f,32.040000915527344,Arial-Black,0,0,0,209.66168212890625,157.57330322265625,1,7
quest foooor Pr,32.040000915527344,Arial-Black,0,0,0,209.66168212890625,157.31695556640625,1,15
r Pr,32.040000915527344,Arial-Black,0,0,0,332.1506042480469,157.31695556640625,1,4
r Pr,32.040000915527344,Arial-Black,0,0,0,332.310791015625,157.57330322265625,1,4
r Proposal,32.040000915527344,Arial-Black,0,0,0,332.34283447265625,157.31695556640625,1,10
oposal,32.040000915527344,Arial-Black,0,0,0,385.3690490722656,157.31695556640625,1,6
oposal,32.040000915527344,Arial-Black,0,0,0,385.52923583984375,157.57330322265625,1,6
oposal,32.040000915527344,Arial-Black,0,0,0,385.561279296875,157.31695556640625,1,6
To Present a Proposal for Developing,24.0,ArialMT,0,0,0,131.80059814453125,244.3199920654297,1,36
the Business Plan for the Ontario,24.0,ArialMT,0,0,0,131.80059814453125,271.9200134277344,1,33
Digital Library,24.0,ArialMT,0,1,0,131.80059814453125,299.52001953125,1,15
"March 21, 2003",20.040000915527344,ArialMT,0,1,0,238.2406005859375,339.0570068359375,1,14
"The Ontario Digital Library will make Ontario a better place to study, work and live by ensuring that",9.960000038146973,ComicSansMS,0,0,0,91.64053344726562,694.532958984375,1,101
all Ontario citizens have access to the knowledge and learning supports needed to be life-long,9.960000038146973,ComicSansMS,0,0,0,91.64048767089844,708.45703125,1,94
learners and effective contributors towards Ontario’s prosperity.,9.960000038146973,ComicSansMS,0,0,0,91.64044189453125,722.381103515625,1,65
Ontario’s Digital Library,20.040000915527344,Arial-Black,0,0,0,90.04060363769531,89.09701538085938,2,25
A Critical Component for Implementing Ontario’s Road Map to,15.960000038146973,ArialMT,0,0,0,90.04060363769531,117.60289001464844,2,59
Prosperity Strategy,15.960000038146973,ArialMT,0,1,0,90.04060363769531,135.95689392089844,2,19
Summary,12.0,Arial-Black,0,1,0,96.04060363769531,196.01998901367188,2,7
The purpose of this,11.039999961853027,ArialMT,0,0,0,96.04060363769531,226.69200134277344,2,19
Request for Proposal,11.039999961853027,Arial-BoldMT,1,0,0,194.922607421875,226.7471923828125,2,20
(,11.039999961853027,ArialMT,0,0,0,305.734375,226.69200134277344,2,1
RFP,11.039999961853027,Arial-BoldMT,1,0,1,312.2810974121094,226.7471923828125,2,3
) is to invite firms and/or consultants to,11.039999961853027,ArialMT,0,0,0,333.5264587402344,226.69200134277344,2,42
present a proposal for developing the business plan for the,11.039999961853027,ArialMT,0,0,0,96.04061889648438,239.2886199951172,2,59
Ontario Digital Library (ODL).,11.039999961853027,Arial-BoldMT,1,0,0,375.39678955078125,239.34381103515625,2,30
The ODL will deliver high-quality library electronic content to all Ontario residents in order to,11.039999961853027,ArialMT,0,0,0,96.04061889648438,252.00669860839844,2,97
"assist people as they learn, work, and enhance their quality of life. The business plan to be",11.039999961853027,ArialMT,0,0,0,96.04061889648438,264.7247619628906,2,93
developed is to document and clearly communicate:,11.039999961853027,ArialMT,0,0,0,96.04061889648438,277.3214111328125,2,49
"how the ODL will be implemented, including the timeline",11.039999961853027,ArialMT,0,0,0,132.04205322265625,302.03997802734375,2,55
the financial plan for the implementation,11.039999961853027,ArialMT,0,0,0,132.04205322265625,314.6366271972656,2,41
"the financial plan for the first 2 operating years, including capital and operating costs,",11.039999961853027,ArialMT,0,0,0,132.04205322265625,327.2332763671875,2,90
"revenues, etc.",11.039999961853027,ArialMT,0,0,0,132.63821411132812,339.95135498046875,2,14
a financial forecast for the succeeding 2 operating years,11.039999961853027,ArialMT,0,0,0,132.04200744628906,352.5480041503906,2,57
the services and products to be delivered by the ODL,11.039999961853027,ArialMT,0,0,0,132.04200744628906,365.2660827636719,2,52
how the ODL will operate and be managed following the implementation,11.039999961853027,ArialMT,0,0,0,132.04200744628906,377.86273193359375,2,68
"who will be involved, and what their role/responsibility will be, for both the",11.039999961853027,ArialMT,0,0,0,132.04200744628906,390.4593811035156,2,78
implementation and operational stages,11.039999961853027,ArialMT,0,0,0,132.63816833496094,403.1774597167969,2,37
the marketing and communications plan for the ODL,11.039999961853027,ArialMT,0,0,0,132.04200744628906,415.77410888671875,2,49
This business plan must be completed and approved by the ODL Steering Committee no,11.039999961853027,ArialMT,0,0,0,96.04057312011719,441.0998229980469,2,82
"later than September 30, 2003",11.039999961853027,ArialMT,0,0,0,96.04061126708984,453.69647216796875,2,29
Timeline:,11.039999961853027,Arial-ItalicMT,0,1,0,96.04061126708984,478.4702453613281,2,9
Those firms/consultants intended to submit a proposal to this RFP must indicate their,11.039999961853027,ArialMT,0,0,0,96.04061126708984,503.0121154785156,2,85
intention to do so in an e-mail to Michael Ridley (,11.039999961853027,ArialMT,0,0,0,96.04061126708984,515.7302856445312,2,51
mridley@uoguelph.ca,11.039999961853027,ArialMT,0,0,0,320.56109619140625,515.7302856445312,2,19
) by,11.039999961853027,ArialMT,0,0,0,422.4382019042969,515.7302856445312,2,4
April 11,11.039999961853027,Arial-BoldItalicMT,1,1,0,442.59722900390625,515.7523193359375,2,8
th,6.960000038146973,Arial-BoldItalicMT,1,0,0,481.0006103515625,515.1318359375,2,2
.,11.039999961853027,Arial-BoldItalicMT,1,0,0,487.0006103515625,515.7940673828125,2,1
"Proposals may be e-mailed, mailed, couriered or faxed to: Larry Moore",11.039999961853027,ArialMT,0,0,0,96.04110717773438,540.369140625,2,69
(,11.039999961853027,ArialMT,0,0,0,96.04110717773438,552.9657592773438,2,1
lmoore@accessola.com,11.039999961853027,ArialMT,0,0,0,99.51870727539062,552.9657592773438,2,20
"), Executive Director, The Ontario Library Association,",11.039999961853027,ArialMT,0,1,0,212.08255004882812,552.9657592773438,2,55
100 Lombard,9.960000038146973,ArialMT,0,1,0,463.360595703125,554.1329345703125,2,11
"St., Suite 303, Toronto, ON  M5C 1M3.",9.960000038146973,ArialMT,0,0,0,96.04574584960938,566.8519287109375,2,37
Proposals must be received by,11.039999961853027,ArialMT,0,0,0,269.0805969238281,565.6920166015625,2,29
"Noon on Monday,",11.039999961853027,Arial-BoldItalicMT,1,0,0,415.2391662597656,565.7140502929688,2,15
"April 21, 2003.",11.039999961853027,Arial-BoldItalicMT,1,1,0,96.03964233398438,578.3106689453125,2,15
Those proposals that are short-listed will be invited to discuss their proposal during the week,11.039999961853027,ArialMT,0,0,0,96.03964233398438,603.0072021484375,2,95
of,11.039999961853027,ArialMT,0,0,0,96.03964233398438,615.6038208007812,2,2
"April 28, 2003",11.039999961853027,Arial-BoldItalicMT,1,1,0,109.83964538574219,615.6258544921875,2,14
. No presentation will be expected. Firms or consultants invited to an,11.039999961853027,ArialMT,0,0,0,181.842529296875,615.6038208007812,2,70
interview will be expected to discuss the project and their approach with the selection,11.039999961853027,ArialMT,0,0,0,96.0396499633789,628.3219604492188,2,87
committee,11.039999961853027,ArialMT,0,0,0,96.0396499633789,640.9185791015625,2,9
.,11.039999961853027,Arial-ItalicMT,0,0,0,144.51629638671875,640.9737548828125,2,1
Contracts with the firm/consultant will be signed the week of,11.039999961853027,ArialMT,0,0,0,96.03965759277344,665.5156860351562,2,61
"May 5, 2003",11.039999961853027,Arial-BoldItalicMT,1,1,0,383.322509765625,665.5377197265625,2,11
with the work to,11.039999961853027,ArialMT,0,0,0,443.44635009765625,665.5156860351562,2,16
commence as soon as possible thereafter.,11.039999961853027,ArialMT,0,0,0,96.05068969726562,678.2337646484375,2,40
RFP: To Develop the Ontario Digital Library Business Plan,7.559999942779541,Arial-BoldItalicMT,1,0,0,90.04060363769531,732.7681274414062,2,57
March 2003,7.559999942779541,Arial-BoldItalicMT,1,1,0,296.70526123046875,732.7681274414062,2,10
2222,9.0,Arial-BlackItalic,0,0,0,516.3976440429688,731.2498779296875,2,4
Please note that we reserve the right not to select any of the submitted proposals and may,11.039999961853027,ArialMT,0,0,0,96.04060363769531,70.33201599121094,3,90
seek further response to these Terms of Reference.,11.039999961853027,ArialMT,0,0,0,96.04060363769531,82.92863464355469,3,50
"If you require further information or have any questions, please contact Michael Ridley by e-",11.039999961853027,ArialMT,0,0,0,96.04060363769531,107.64720153808594,3,93
mail (,11.039999961853027,ArialMT,0,0,0,96.04060363769531,120.24382019042969,3,6
mridley@uoguelph.ca,11.039999961853027,ArialMT,0,0,0,123.39772033691406,120.24382019042969,3,19
),11.039999961853027,ArialMT,0,0,0,225.15225219726562,120.24382019042969,3,1
only,11.039999961853027,Arial-BoldItalicMT,1,0,0,233.3119659423828,120.26589965820312,3,4
by,11.039999961853027,ArialMT,0,0,0,254.91062927246094,120.24382019042969,3,2
3:00 p.m. on Friday April 18th,11.039999961853027,Arial-BoldItalicMT,1,0,0,275.3081359863281,120.26589965820312,3,30
. All questions and,11.039999961853027,ArialMT,0,0,0,431.3033447265625,120.24382019042969,3,19
responses will be shared with those who have indicated that they will be submitting a,11.039999961853027,ArialMT,0,0,0,96.01852416992188,132.96189880371094,3,85
"proposal. Please note, that firms/consultants who have not indicated in an e-mail to Michael",11.039999961853027,ArialMT,0,0,0,96.01852416992188,145.5585174560547,3,92
Ridley by April 11,11.039999961853027,ArialMT,0,0,0,96.01852416992188,158.15513610839844,3,18
th,6.960000038146973,ArialMT,0,0,0,184.96060180664062,157.51800537109375,3,2
that they will be submitting a proposal will not receive any further,11.039999961853027,ArialMT,0,0,0,190.2406005859375,158.17198181152344,3,68
information or question responses.,11.039999961853027,ArialMT,0,0,0,96.0362777709961,170.8900604248047,3,34
Background,12.0,Arial-Black,0,1,0,96.04060363769531,206.45999145507812,3,10
"First, some background on the ODL. For the last two years the Ontario Library Association",11.039999961853027,ArialMT,0,0,0,90.04060363769531,237.2519989013672,3,89
"has acted as a catalyst, bringing together the stakeholders needed to create the Ontario",11.039999961853027,ArialMT,0,0,0,90.04060363769531,249.84861755371094,3,88
"Digital Library (ODL). These stakeholders include Ontario’s 5000+ public libraries, university,",11.039999961853027,ArialMT,0,0,0,90.04060363769531,262.4452209472656,3,95
"college, and school libraries, as well as Ontario government ministries.",11.039999961853027,ArialMT,0,0,0,90.04060363769531,275.1632995605469,3,72
Libraries that serve very different clientele recognize that by working together they can create,11.039999961853027,ArialMT,0,0,0,90.04060363769531,299.7604064941406,3,96
