text,font_size,font_name,is_bold,is_title_case,is_uppercase,x,y,page,line_len
ADDRESS:,12.401399612426758,Helvetica,0,0,1,32.648799896240234,444.2804260253906,1,8
TOPJUMP,12.413744926452637,Helvetica,0,0,1,131.43539428710938,458.4438171386719,1,7
3735,12.401350021362305,Helvetica,0,0,0,114.80590057373047,472.3673400878906,1,4
PARKWAY,12.401350021362305,Helvetica-Bold,1,0,1,146.84646606445312,472.4293518066406,1,7
"PIGEON FORGE, TN 37863",12.401350021362305,Helvetica,0,0,1,81.07898712158203,486.2960205078125,1,22
(NEAR DIXIE STAMPEDE,9.401000022888184,Helvetica,0,0,1,58.387901306152344,500.79937744140625,1,20
ON,9.380173683166504,Helvetica,0,0,1,177.4636993408203,500.79937744140625,1,2
THE PARKWAY),9.401000022888184,Helvetica,0,0,1,194.81309509277344,500.79937744140625,1,12
RSVP:,12.401350021362305,Helvetica-Bold,1,0,1,29.48900032043457,523.3318481445312,1,5
----------------,26.66584587097168,Times-Roman,0,0,0,71.7874984741211,523.5723266601562,1,16
CLOSED TOED SHOES,7.20074987411499,Helvetica,0,0,1,62.29779815673828,555.747802734375,1,17
ARE,7.2201762199401855,Helvetica,0,0,1,147.60479736328125,555.747802734375,1,3
REQUIRED FOR CLIMBING,7.20074987411499,Helvetica,0,0,1,166.1540985107422,555.747802734375,1,21
PARENTS,7.20074987411499,Helvetica,0,0,1,59.60572814941406,571.8294677734375,1,7
OR,7.229546546936035,Helvetica,0,0,1,97.33660125732422,571.8318481445312,1,2
"GUARDIANS NOT ATTENDING THE PARTY,",7.20074987411499,Helvetica,0,0,1,111.006103515625,571.8318481445312,1,34
PLEASE VISIT,7.20074987411499,Helvetica,0,0,1,65.11520385742188,581.1941528320312,1,12
TOPJUMP.COM,7.427609920501709,Helvetica-Bold,1,0,1,118.99579620361328,581.2301635742188,1,11
TO,7.20074987411499,Helvetica,0,0,1,182.58349609375,581.1941528320312,1,2
FILL,7.239352226257324,Helvetica,0,0,1,195.423095703125,581.1941528320312,1,4
OUT,7.20074987411499,Helvetica,0,0,1,213.49249267578125,581.1941528320312,1,3
WAIVER,7.215287208557129,Helvetica,0,0,1,231.33180236816406,581.1941528320312,1,6
SO YOUR CHILD CAN ATTEND.,7.20074987411499,Helvetica,0,0,1,106.7061996459961,590.0763549804688,1,25
HOPE,22.700607299804688,Helvetica-Bold,1,0,1,33.418800354003906,598.6004028320312,1,4
To,26.402799606323242,Helvetica-Bold,1,1,0,94.38670349121094,598.6004028320312,1,2
SEE,22.501575469970703,Helvetica-Bold,1,0,1,130.59539794921875,598.6004028320312,1,3
Y,26.402799606323242,Helvetica-Bold,1,1,1,175.45379638671875,598.6004028320312,1,1
ou,24.490650177001953,Helvetica-Bold,1,0,0,192.2032012939453,598.6004028320312,1,2
T,26.402799606323242,Helvetica-Bold,1,1,1,226.6219940185547,598.6004028320312,1,1
HERE,22.024700164794922,Helvetica-Bold,1,0,1,240.79150390625,598.6004028320312,1,4
!,26.402799606323242,Helvetica-Bold,1,0,0,290.63970947265625,598.6004028320312,1,1
WWW.TOPJUMP.COM,18.025842666625977,Helvetica,0,0,1,93.78669738769531,624.4996948242188,1,15
